03.11.2013,41,21880,149,1
18.11.2013,41,21880,149,1
24.11.2013,41,21624,999,1
10.11.2013,41,16538,249,1
09.11.2013,41,21544,149,1
11.11.2013,41,21455,299,1
26.11.2013,41,20949,5,11
27.11.2013,41,20949,5,4
28.11.2013,41,20949,5,7
29.11.2013,41,20949,5,2
30.11.2013,41,20949,5,1
16.11.2013,41,20289,149,1
30.11.2013,41,20293,699,1
14.11.2013,41,20301,399,1
05.11.2013,41,20302,699,1
27.11.2013,41,20313,599,1
20.11.2013,41,21481,399,1
06.11.2013,41,21377,149,1
09.11.2013,41,21543,149,1
23.11.2013,41,21393,149,1
11.11.2013,41,21416,549,1
02.11.2013,41,21427,149,1
17.11.2013,41,21440,149,1
10.11.2013,41,21441,499,1
01.11.2013,41,21442,699,1
10.11.2013,41,21442,699,1
13.11.2013,41,21448,199,1
24.11.2013,41,21448,199,1
01.11.2013,41,21457,169,1
16.11.2013,41,21457,169,1
01.11.2013,41,21459,169,1
02.11.2013,41,21459,169,1
26.11.2013,41,21488,949,1
26.11.2013,41,16531,349,1
17.11.2013,41,16791,899,1
30.11.2013,41,16787,2599,1
24.11.2013,41,10539,149,1
02.11.2013,41,10542,299,1
01.11.2013,41,10707,1699,1
05.11.2013,41,10707,1699,1
17.11.2013,41,10734,299,1
17.11.2013,41,10735,299,1
03.11.2013,41,10777,399,1
30.11.2013,41,10786,249,1
22.11.2013,41,10813,169,1
15.11.2013,41,10853,149,1
08.11.2013,41,11325,429,1
13.11.2013,41,10915,199,1
08.11.2013,41,10921,199,1
15.11.2013,41,10955,349,1
01.11.2013,41,10958,149,1
06.11.2013,41,10958,149,1
23.11.2013,41,10961,349,1
24.11.2013,41,10961,349,1
23.11.2013,41,10967,149,1
06.11.2013,41,10986,1199,1
23.11.2013,41,10986,1199,1
27.11.2013,41,10992,399,1
05.11.2013,41,11022,349,1
10.11.2013,41,11022,349,1
26.11.2013,41,11022,349,1
09.11.2013,41,10539,149,1
21.11.2013,41,10492,149,1
04.11.2013,41,10492,149,1
04.11.2013,41,10457,149,1
02.11.2013,41,10298,399,1
03.11.2013,41,10298,399,2
05.11.2013,41,10298,399,1
08.11.2013,41,10298,399,1
10.11.2013,41,10298,399,1
11.11.2013,41,10298,399,1
16.11.2013,41,10298,399,2
23.11.2013,41,10298,399,1
24.11.2013,41,10298,399,1
27.11.2013,41,10298,319,1
01.11.2013,41,10300,629,1
02.11.2013,41,10300,699,1
05.11.2013,41,11023,449,1
03.11.2013,41,10300,699,2
09.11.2013,41,10300,699,1
10.11.2013,41,10300,699,1
28.11.2013,41,10300,699,1
29.11.2013,41,10563,1699,1
04.11.2013,41,10331,149,1
19.11.2013,41,10331,149,1
04.11.2013,41,10337,149,1
04.11.2013,41,10340,149,1
08.11.2013,41,10355,4999,1
27.11.2013,41,10393,149,1
21.11.2013,41,10452,149,1
30.11.2013,41,10452,149,1
04.11.2013,41,10300,699,1
01.11.2013,41,10298,399,1
06.11.2013,41,11023,449,1
01.11.2013,41,11030,149,1
23.11.2013,41,11811,2599,1
16.11.2013,41,11813,2699,1
21.11.2013,41,11813,2699,1
24.11.2013,41,11813,2699,1
16.11.2013,41,11608,149,1
29.11.2013,41,11627,149,1
23.11.2013,41,11655,1999,1
25.11.2013,41,11657,559,1
04.11.2013,41,11658,499,1
23.11.2013,41,11658,499,1
23.11.2013,41,11669,199,1
01.11.2013,41,11711,299,1
10.11.2013,41,11711,299,2
12.11.2013,41,11729,399,1
02.11.2013,41,11758,149,1
13.11.2013,41,11758,149,1
01.11.2013,41,11899,149,1
14.11.2013,41,11909,499,1
04.11.2013,41,12112,549,1
07.11.2013,41,11921,549,1
03.11.2013,41,12134,299,1
08.11.2013,41,12134,299,1
09.11.2013,41,12134,299,1
12.11.2013,41,12134,299,1
20.11.2013,41,12134,299,1
03.11.2013,41,11811,2599,1
15.11.2013,41,11557,249,1
15.11.2013,41,11556,249,1
04.11.2013,41,11556,249,1
09.11.2013,41,11081,149,1
27.11.2013,41,11081,149,1
01.11.2013,41,11099,149,1
16.11.2013,41,11126,149,1
23.11.2013,41,11144,199,1
17.11.2013,41,11145,149,1
24.11.2013,41,11163,549,1
11.11.2013,41,11166,149,1
21.11.2013,41,11170,549,1
01.11.2013,41,11184,199,1
30.11.2013,41,11184,199,1
05.11.2013,41,11191,149,1
07.11.2013,41,11023,449,1
11.11.2013,41,11240,149,1
13.11.2013,41,11391,899,-1
10.11.2013,41,11415,149,1
15.11.2013,41,11435,199,1
08.11.2013,41,11452,149,1
08.11.2013,41,11456,149,1
02.11.2013,41,11457,349,1
20.11.2013,41,11457,349,1
08.11.2013,41,11484,149,1
09.11.2013,41,11497,999,1
20.11.2013,41,11497,999,1
18.11.2013,41,11502,149,1
27.11.2013,41,11502,149,1
09.11.2013,41,11391,899,1
28.11.2013,41,10294,199,1
04.11.2013,41,10294,199,1
16.11.2013,41,10293,699,1
09.11.2013,41,8664,149,1
09.11.2013,41,8666,149,1
08.11.2013,41,8684,199,1
10.11.2013,41,8684,199,1
11.11.2013,41,8684,199,1
14.11.2013,41,8684,199,1
17.11.2013,41,8684,199,1
23.11.2013,41,8684,199,1
23.11.2013,41,8685,199,1
04.11.2013,41,8686,199,2
07.11.2013,41,8686,199,1
17.11.2013,41,8686,199,1
23.11.2013,41,8686,199,1
01.11.2013,41,8690,199,1
26.11.2013,41,8730,149,1
09.11.2013,41,8778,149,1
12.11.2013,41,8778,149,1
24.11.2013,41,8778,149,1
14.11.2013,41,8815,129,6
23.11.2013,41,8815,129,1
25.11.2013,41,8815,129,5
05.11.2013,41,8816,1199,1
15.11.2013,41,8830,69,8
29.11.2013,41,8830,69,10
23.11.2013,41,8849,299,1
03.11.2013,41,8661,149,1
10.11.2013,41,8644,299,1
13.11.2013,41,8556,249,1
14.11.2013,41,8395,199,1
16.11.2013,41,7917,549,1
20.11.2013,41,7917,549,2
27.11.2013,41,7917,549,1
29.11.2013,41,7917,549,1
02.11.2013,41,8031,299,1
15.11.2013,41,8031,299,1
03.11.2013,41,8089,199,1
03.11.2013,41,8092,149,1
14.11.2013,41,8093,1399,1
23.11.2013,41,8093,1399,1
30.11.2013,41,8093,1399,1
03.11.2013,41,8142,199,1
16.11.2013,41,8963,499,1
27.11.2013,41,8461,349,1
27.11.2013,41,8478,349,1
27.11.2013,41,8480,349,1
27.11.2013,41,8493,349,1
27.11.2013,41,8497,349,1
21.11.2013,41,8208,149,1
08.11.2013,41,8509,249,1
05.11.2013,41,8299,149,1
22.11.2013,41,8315,299,1
13.11.2013,41,8528,790,1
13.11.2013,41,8346,199,1
02.11.2013,41,8358,199,1
17.11.2013,41,8542,148,1
27.11.2013,41,8474,349,1
01.11.2013,41,8974,399,1
15.11.2013,41,8974,399,1
13.11.2013,41,8982,149,1
10.11.2013,41,9931,399,1
17.11.2013,41,9931,399,1
29.11.2013,41,9950,149,1
23.11.2013,41,9952,149,1
09.11.2013,41,9953,199,1
20.11.2013,41,9953,199,1
04.11.2013,41,9962,149,1
27.11.2013,41,9962,149,1
16.11.2013,41,9974,179,1
09.11.2013,41,9983,399,1
15.11.2013,41,9983,399,1
10.11.2013,41,9984,999,1
30.11.2013,41,9906,899,1
17.11.2013,41,9984,999,1
03.11.2013,41,10012,149,1
01.11.2013,41,10039,199,1
27.11.2013,41,10068,149,1
10.11.2013,41,10107,299,1
08.11.2013,41,10109,149,1
24.11.2013,41,10158,299,1
12.11.2013,41,10164,199,1
01.11.2013,41,10292,99,1
06.11.2013,41,10292,99,1
09.11.2013,41,10292,99,1
10.11.2013,41,10292,99,1
13.11.2013,41,10292,99,1
03.11.2013,41,9985,1499,1
23.11.2013,41,12134,299,1
08.11.2013,41,9905,1499,1
15.11.2013,41,9895,199,1
27.11.2013,41,9017,149,1
10.11.2013,41,9041,149,1
10.11.2013,41,9042,149,1
30.11.2013,41,9055,149,1
08.11.2013,41,9152,298,1
24.11.2013,41,9507,149,1
23.11.2013,41,9565,149,1
23.11.2013,41,9589,149,1
01.11.2013,41,9653,199,1
03.11.2013,41,9762,199,1
16.11.2013,41,9762,199,1
10.11.2013,41,9780,149,1
06.11.2013,41,9902,149,1
03.11.2013,41,9781,399,2
15.11.2013,41,9781,399,1
30.11.2013,41,9782,899,1
02.11.2013,41,9783,1499,1
03.11.2013,41,9783,1499,1
16.11.2013,41,9797,199,1
30.11.2013,41,9798,199,1
16.11.2013,41,9799,199,1
05.11.2013,41,9800,149,1
06.11.2013,41,9806,399,1
15.11.2013,41,9812,149,1
02.11.2013,41,10233,199,1
02.11.2013,41,9857,349,1
08.11.2013,41,9781,399,1
29.11.2013,41,7912,599,1
01.11.2013,41,12135,299,1
17.11.2013,41,12135,299,1
01.11.2013,41,14545,199,1
14.11.2013,41,14546,499,1
24.11.2013,41,14546,499,1
04.11.2013,41,15044,699,1
09.11.2013,41,15063,449,1
11.11.2013,41,15063,449,1
13.11.2013,41,15063,449,1
29.11.2013,41,15063,449,1
07.11.2013,41,15064,649,1
09.11.2013,41,14601,199,1
28.11.2013,41,14601,199,1
13.11.2013,41,14695,199,1
03.11.2013,41,14717,299,1
02.11.2013,41,14724,299,1
16.11.2013,41,14724,299,1
01.11.2013,41,14730,149,1
15.11.2013,41,14749,199,1
04.11.2013,41,14776,149,1
19.11.2013,41,14783,149,1
22.11.2013,41,14785,169,1
30.11.2013,41,14810,149,1
08.11.2013,41,14821,749,1
10.11.2013,41,14829,649,2
23.11.2013,41,14829,649,2
14.11.2013,41,14847,199,2
17.11.2013,41,14540,399,1
10.11.2013,41,14486,149,1
04.11.2013,41,15022,149,2
02.11.2013,41,15022,149,1
25.11.2013,41,14258,699,1
01.11.2013,41,14261,99,1
25.11.2013,41,14264,199,1
23.11.2013,41,14296,399,1
24.11.2013,41,14296,399,1
25.11.2013,41,14296,399,1
27.11.2013,41,14296,399,1
28.11.2013,41,14296,399,2
29.11.2013,41,14296,399,1
27.11.2013,41,14320,149,1
24.11.2013,41,14328,149,1
02.11.2013,41,14334,399,1
19.11.2013,41,14847,199,1
07.11.2013,41,14334,399,1
26.11.2013,41,14389,149,1
26.11.2013,41,14390,149,1
30.11.2013,41,14429,299,1
12.11.2013,41,14430,149,1
25.11.2013,41,14447,399,1
26.11.2013,41,14447,399,1
29.11.2013,41,14447,399,1
17.11.2013,41,14449,149,1
24.11.2013,41,14451,249,1
24.11.2013,41,14454,299,1
03.11.2013,41,15016,249,1
16.11.2013,41,15016,249,1
15.11.2013,41,14334,399,1
20.11.2013,41,14241,399,1
24.11.2013,41,14847,199,2
12.11.2013,41,14860,149,1
02.11.2013,41,15721,149,1
09.11.2013,41,15732,149,1
02.11.2013,41,15740,199,1
19.11.2013,41,15757,199,1
17.11.2013,41,15770,699,1
28.11.2013,41,16397,349,1
12.11.2013,41,16416,149,1
02.11.2013,41,16422,149,1
01.11.2013,41,16439,149,1
02.11.2013,41,16441,149,1
09.11.2013,41,16453,249,1
03.11.2013,41,16454,399,1
02.11.2013,41,16457,199,1
09.11.2013,41,16485,149,1
03.11.2013,41,16501,399,1
04.11.2013,41,16501,399,2
05.11.2013,41,16501,399,1
09.11.2013,41,16501,399,1
02.11.2013,41,16502,749,1
09.11.2013,41,16502,749,1
03.11.2013,41,16512,149,1
20.11.2013,41,16512,149,1
18.11.2013,41,16787,2599,1
20.11.2013,41,16787,2599,1
24.11.2013,41,16787,2599,1
02.11.2013,41,15709,149,1
30.11.2013,41,15703,149,1
16.11.2013,41,15675,199,1
14.11.2013,41,16315,949,1
20.11.2013,41,15324,399,1
25.11.2013,41,15396,399,1
20.11.2013,41,15425,279,1
30.11.2013,41,15518,299,1
15.11.2013,41,15530,149,1
15.11.2013,41,15541,199,1
14.11.2013,41,15867,819,1
05.11.2013,41,16011,999,1
03.11.2013,41,16056,699,1
06.11.2013,41,16056,699,1
17.11.2013,41,16056,699,1
24.11.2013,41,16069,659,1
01.11.2013,41,14860,149,1
17.11.2013,41,16057,619,1
21.11.2013,41,16147,549,2
21.11.2013,41,16148,549,1
23.11.2013,41,16154,639,1
03.11.2013,41,16167,659,1
08.11.2013,41,16167,659,1
30.11.2013,41,16167,659,1
23.11.2013,41,16169,299,1
24.11.2013,41,16169,299,1
13.11.2013,41,16205,299,1
30.11.2013,41,16227,419,1
27.11.2013,41,16240,1150,1
17.11.2013,41,15568,199,1
24.11.2013,41,16057,619,2
10.11.2013,41,14239,149,1
27.11.2013,41,14122,629,1
03.11.2013,41,14119,149,1
04.11.2013,41,13140,199,1
12.11.2013,41,13140,199,1
04.11.2013,41,13169,198,1
02.11.2013,41,12613,349,1
10.11.2013,41,12613,349,1
10.11.2013,41,12644,149,1
13.11.2013,41,12670,449,1
12.11.2013,41,12679,399,1
08.11.2013,41,12727,1490,1
17.11.2013,41,13488,13990,1
24.11.2013,41,13488,13990,1
30.11.2013,41,13511,1499,1
23.11.2013,41,13512,1499,1
09.11.2013,41,13515,2490,1
28.11.2013,41,13417,1199,1
13.11.2013,41,13436,10990,1
20.11.2013,41,13439,14490,1
11.11.2013,41,12734,349,1
29.11.2013,41,12735,199,1
26.11.2013,41,12738,249,1
08.11.2013,41,12763,399,1
09.11.2013,41,12763,399,1
10.11.2013,41,12764,499,1
14.11.2013,41,12764,499,1
17.11.2013,41,12764,499,1
06.11.2013,41,12551,199,1
25.11.2013,41,12487,199,1
02.11.2013,41,12472,199,1
09.11.2013,41,12443,349,1
23.11.2013,41,12135,299,1
28.11.2013,41,12135,299,1
03.11.2013,41,12172,499,1
08.11.2013,41,12174,499,1
14.11.2013,41,12180,999,1
13.11.2013,41,12184,539,1
14.11.2013,41,11938,149,1
24.11.2013,41,11966,399,1
30.11.2013,41,11966,399,1
28.11.2013,41,11967,499,1
05.11.2013,41,11972,149,1
10.11.2013,41,11990,299,1
10.11.2013,41,12765,699,1
14.11.2013,41,12024,349,1
02.11.2013,41,12079,149,1
24.11.2013,41,12297,498,1
04.11.2013,41,13071,449,3
13.11.2013,41,13071,449,1
14.11.2013,41,13071,449,1
14.11.2013,41,12322,499,1
15.11.2013,41,12322,499,1
17.11.2013,41,12322,499,2
30.11.2013,41,12322,499,1
03.11.2013,41,12352,149,1
03.11.2013,41,12361,99,1
26.11.2013,41,12361,99,1
15.11.2013,41,12069,299,1
20.11.2013,41,12765,699,1
30.11.2013,41,12765,699,1
29.11.2013,41,12797,199,1
25.11.2013,41,13878,199,1
01.11.2013,41,13881,599,1
24.11.2013,41,13881,599,1
26.11.2013,41,13881,599,1
02.11.2013,41,13890,399,1
02.11.2013,41,13901,349,1
22.11.2013,41,13923,149,1
15.11.2013,41,13930,399,1
17.11.2013,41,13930,399,1
19.11.2013,41,13930,399,1
26.11.2013,41,13930,399,1
24.11.2013,41,13931,749,1
01.11.2013,41,13878,199,1
16.11.2013,41,13998,149,1
24.11.2013,41,14019,349,1
30.11.2013,41,14024,149,1
30.11.2013,41,14025,149,1
29.11.2013,41,14227,99,1
30.11.2013,41,14227,99,1
23.11.2013,41,14228,99,1
23.11.2013,41,14229,99,1
27.11.2013,41,14229,99,1
29.11.2013,41,14229,99,1
29.11.2013,41,14042,149,1
14.11.2013,41,14117,699,1
17.11.2013,41,14118,299,1
03.11.2013,41,14019,349,1
15.11.2013,41,12135,299,1
01.11.2013,41,13868,299,1
09.11.2013,41,13853,999,1
23.11.2013,41,12803,999,1
24.11.2013,41,12804,499,1
03.11.2013,41,12811,349,1
10.11.2013,41,12811,349,1
30.11.2013,41,12817,149,1
01.11.2013,41,12828,99,1
06.11.2013,41,12828,99,1
01.11.2013,41,12839,149,1
02.11.2013,41,12858,399,1
17.11.2013,41,12858,399,1
10.11.2013,41,12900,1699,1
11.11.2013,41,12912,1199,1
28.11.2013,41,13856,399,1
28.11.2013,41,12923,149,1
05.11.2013,41,12964,199,1
05.11.2013,41,12972,199,1
13.11.2013,41,12979,199,1
03.11.2013,41,13735,599,1
13.11.2013,41,13785,199,1
08.11.2013,41,13786,399,1
18.11.2013,41,13811,399,1
30.11.2013,41,13811,399,1
08.11.2013,41,13847,699,1
17.11.2013,41,13850,299,1
02.11.2013,41,13851,169,1
09.11.2013,41,13851,169,1
13.11.2013,41,12947,199,1
16.11.2013,37,4907,1499,1
17.11.2013,38,20949,5,1
13.11.2013,38,20949,5,8
13.11.2013,38,424,249,1
12.11.2013,38,479,299,1
12.11.2013,38,481,330,1
14.11.2013,38,482,3300,1
24.11.2013,38,485,300,1
09.11.2013,38,534,399,1
02.11.2013,38,554,149,1
15.11.2013,38,560,199,1
24.11.2013,38,687,600,1
03.11.2013,38,700,199,1
16.11.2013,38,700,199,1
22.11.2013,38,700,199,1
27.11.2013,38,700,199,1
02.11.2013,38,716,149,1
06.11.2013,38,786,359,1
30.11.2013,38,972,299,1
23.11.2013,38,990,99,1
23.11.2013,38,991,99,1
03.11.2013,38,1007,599,1
08.11.2013,38,1015,449,1
26.11.2013,38,1018,299,1
09.11.2013,38,1021,449,1
23.11.2013,38,1028,349,1
30.11.2013,38,1030,299,1
13.11.2013,38,1196,299,1
30.11.2013,38,226,249,1
09.11.2013,38,155,299,1
16.11.2013,38,32,149,1
06.11.2013,37,22126,249,1
25.11.2013,37,21427,149,1
02.11.2013,37,21440,149,1
24.11.2013,37,21530,699,1
21.11.2013,37,21541,248,1
01.11.2013,37,21620,399,1
05.11.2013,37,21620,399,1
06.11.2013,37,21620,399,1
22.11.2013,37,21621,2199,1
14.11.2013,37,21622,1349,1
16.11.2013,37,21622,1349,1
06.11.2013,37,21623,1099,1
30.11.2013,37,21623,1099,1
06.11.2013,38,1201,299,1
03.11.2013,37,21624,999,1
13.11.2013,37,21675,299,1
30.11.2013,37,21963,1499,1
16.11.2013,37,21861,149,1
01.11.2013,37,21876,149,1
09.11.2013,37,21880,149,1
01.11.2013,37,21918,399,1
06.11.2013,37,21918,399,1
08.11.2013,37,21924,349,1
10.11.2013,37,22076,449,1
17.11.2013,37,22058,399,1
30.11.2013,37,22058,399,1
20.11.2013,37,22059,1399,1
04.11.2013,37,21624,999,1
20.11.2013,37,21425,1399,1
14.11.2013,38,1441,500,1
20.11.2013,38,1441,500,1
28.11.2013,38,1502,2599,1
02.11.2013,38,1503,3699,1
10.11.2013,38,1503,3699,1
01.11.2013,38,1504,3699,1
22.11.2013,38,1507,1499,1
23.11.2013,38,1507,1574,4
24.11.2013,38,1507,1499,1
26.11.2013,38,1507,1499,1
27.11.2013,38,1507,1499,1
29.11.2013,38,1507,1499,1
22.11.2013,38,1511,732.3333333,15
23.11.2013,38,1511,699,8
24.11.2013,38,1511,770.4285714,7
25.11.2013,38,1511,799,2
26.11.2013,38,1511,699,2
28.11.2013,38,1511,799,1
29.11.2013,38,1511,799,2
30.11.2013,38,1511,799,1
01.11.2013,38,1512,2599,1
02.11.2013,38,1512,2599,3
03.11.2013,38,1512,2599,1
04.11.2013,38,1512,2599,2
06.11.2013,38,1512,2599,1
08.11.2013,38,1512,2599,1
10.11.2013,38,1512,2599,1
26.11.2013,38,1502,2449,2
25.11.2013,38,1502,2299,2
24.11.2013,38,1502,2374,4
23.11.2013,38,1502,2299,4
03.11.2013,38,1448,599,1
10.11.2013,38,1448,599,1
16.11.2013,38,1448,599,1
18.11.2013,38,1449,599,1
27.11.2013,38,1302,299,1
13.11.2013,38,1310,249,1
05.11.2013,38,1319,299,1
12.11.2013,38,1329,399,1
13.11.2013,38,1459,1199,1
23.11.2013,38,1467,899,1
22.11.2013,38,1471,1399,1
16.11.2013,38,1475,698,1
18.11.2013,38,1441,500,1
16.11.2013,38,1479,398,1
17.11.2013,38,1483,1399,1
22.11.2013,38,1495,699,1
23.11.2013,38,1495,699,2
24.11.2013,38,1495,699,1
27.11.2013,38,1495,599,1
22.11.2013,38,1498,4299,4
23.11.2013,38,1498,4299,1
28.11.2013,38,1498,4299,1
29.11.2013,38,1498,4299,1
03.11.2013,38,1499,5699,1
06.11.2013,38,1499,5699,1
22.11.2013,38,1502,2363.285714,14
23.11.2013,38,1481,1399,1
11.11.2013,38,1512,2599,2
30.11.2013,37,21370,999,1
13.11.2013,37,20293,699,1
26.11.2013,37,18886,719,1
01.11.2013,37,18903,149,1
18.11.2013,37,18903,149,1
02.11.2013,37,19415,649,1
25.11.2013,37,19415,649,1
15.11.2013,37,18965,199,1
18.11.2013,37,19059,398.4,1
29.11.2013,37,19090,249,1
14.11.2013,37,19092,999,1
24.11.2013,37,19092,999,1
10.11.2013,37,19173,399,1
15.11.2013,37,19173,399,1
05.11.2013,37,19531,149,1
16.11.2013,37,19603,199,1
15.11.2013,37,19607,399,1
17.11.2013,37,19607,399,-1
19.11.2013,37,19687,399,1
20.11.2013,37,19687,399,1
18.11.2013,37,19688,899,1
20.11.2013,37,19688,899,1
23.11.2013,37,19688,999,1
21.11.2013,37,19689,1349,1
22.11.2013,37,19689,1349,2
29.11.2013,37,19691,1299,1
30.11.2013,37,19691,1299,1
20.11.2013,37,18883,399,1
21.11.2013,37,18827,299,1
21.11.2013,37,18799,99,1
08.11.2013,37,18752,299,1
28.11.2013,37,18406,199,1
09.11.2013,37,18439,199,1
09.11.2013,37,18442,199,1
16.11.2013,37,18451,199,1